Acidity,Aftertaste,Aroma,Balance,Body,C1,C2,Clean.Cup,Country,Cupper.Points,Flavor,Grading,Harvest,Moisture,Owner,Species,Sweetness,Total.Cup.Points,Uniform.Cup,Uniformity
7.58,7.67,8.08,7.67,7.25,0,0,10.0,Kenya,7.75,7.67,"September 1st, 2017",2017,0.11,kennedy macharia,Arabica,10.0,83.67,,10.0
7.67,7.67,7.5,8.0,8.0,0,2,10.0,Honduras,7.33,7.5,"May 11th, 2017",2016,0.1,bismarck castro,Arabica,10.0,83.67,,10.0
7.67,7.67,7.67,7.58,7.83,0,3,10.0,Nicaragua,7.5,7.75,"May 11th, 2017",2016,0.1,"comercial internacional exportadora, s.a.",Arabica,10.0,83.67,,10.0
7.75,7.58,7.58,7.58,7.58,0,3,10.0,Brazil,7.83,7.75,"August 16th, 2016",2016,0.11,ipanema coffees,Arabica,10.0,83.67,,10.0
7.92,7.33,7.5,7.67,7.83,0,0,10.0,Taiwan,7.75,7.67,"May 18th, 2016",2015,0.1,"lin, che-hao krude 林哲豪",Arabica,10.0,83.67,,10.0
7.5,7.67,7.33,7.5,7.67,0,1,10.0,Costa Rica,8.33,7.67,"March 14th, 2016",,0.11,"ceca, s.a.",Arabica,10.0,83.67,,10.0
7.83,7.58,7.5,7.58,7.67,0,0,10.0,Thailand,7.75,7.75,"June 9th, 2015",2014,0.12,doi tung development project,Arabica,10.0,83.67,,10.0
7.75,7.5,7.5,7.67,7.67,0,4,10.0,Colombia,7.83,7.75,"November 21st, 2014",2014/2015,0.11,rob stephen,Arabica,10.0,83.67,,10.0
8.0,7.33,8.0,8.0,8.0,0,0,10.0,Guatemala,7.5,7.5,"February 27th, 2014",2014,0.1,juan luis alvarado romero,Arabica,10.0,83.67,,9.33
7.58,7.67,7.83,7.67,7.58,0,3,10.0,Colombia,7.58,7.75,"October 29th, 2013",2013,0.0,exportadora de cafe condor s.a,Arabica,10.0,83.67,,10.0
7.67,7.67,7.67,7.75,7.33,0,1,10.0,Colombia,7.92,7.67,"August 16th, 2013",2013,0.0,racafe & cia s.c.a,Arabica,10.0,83.67,,10.0
7.67,7.42,7.67,7.75,8.0,1,3,10.0,Guatemala,7.5,7.67,"May 30th, 2013",2013,0.12,juan luis alvarado romero,Arabica,10.0,83.67,,10.0
7.67,7.33,7.83,7.83,7.67,0,2,10.0,Guatemala,7.67,7.67,"February 26th, 2013",2013,0.11,juan luis alvarado romero,Arabica,10.0,83.67,,10.0
7.83,7.58,7.75,7.75,7.17,0,1,10.0,Colombia,7.83,7.75,"November 22nd, 2012",2012,0.11,exportadora de cafe condor s.a,Arabica,10.0,83.67,,10.0
7.67,7.83,8.17,7.75,8.08,0,1,9.33,Guatemala,8.0,8.17,"August 23rd, 2012",2012,0.11,the coffee source inc.,Arabica,9.33,83.67,,9.33
7.42,7.5,7.67,7.83,7.58,0,13,10.0,Guatemala,7.5,8.17,"July 9th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,83.67,,10.0
7.33,7.5,7.67,8.25,7.83,4,11,10.0,Mexico,7.58,7.5,"July 2nd, 2012",2012,0.12,juan luis ortega carballo,Arabica,10.0,83.67,,10.0
7.58,7.58,8.17,7.67,7.42,0,0,10.0,Indonesia,7.58,7.67,"May 23rd, 2012",2012,0.12,ekai international company ltd.,Arabica,10.0,83.67,,10.0
8.0,7.33,7.67,7.67,7.67,0,0,10.0,Guatemala,7.83,7.5,"April 30th, 2012",2012,0.1,juan luis alvarado romero,Arabica,10.0,83.67,,10.0
8.08,7.92,7.75,8.0,7.75,0,0,9.33,United States (Hawaii),8.17,8.0,"April 21st, 2011",,0.0,kona pacific farmers cooperative,Arabica,9.33,83.67,,9.33
7.58,7.58,7.58,7.58,7.67,0,5,10.0,Brazil,7.92,7.67,"October 20th, 2017",2017 / 2018,0.11,ipanema coffees,Arabica,10.0,83.58,,10.0
7.83,7.5,7.75,7.58,7.58,0,0,10.0,Guatemala,7.58,7.75,"July 5th, 2016",2016,0.11,juan luis alvarado romero,Arabica,10.0,83.58,,10.0
7.58,7.58,7.75,7.58,7.67,0,4,10.0,Colombia,7.67,7.75,"April 15th, 2016",2016,0.11,racafe & cia s.c.a,Arabica,10.0,83.58,,10.0
7.58,7.58,7.67,7.75,7.67,0,4,10.0,China,7.75,7.58,"April 6th, 2016",2015,0.1,yunnan coffee exchange,Arabica,10.0,83.58,,10.0
7.67,7.58,7.67,7.58,7.75,0,3,10.0,Colombia,7.58,7.75,"November 19th, 2015",2015,0.12,racafe & cia s.c.a,Arabica,10.0,83.58,,10.0
7.58,7.58,7.75,7.67,7.5,1,13,10.0,Mexico,7.75,7.75,"May 12th, 2015",2014,0.12,andreas kussmaul,Arabica,10.0,83.58,,10.0
7.67,7.58,7.75,7.67,7.5,0,7,10.0,Ethiopia,7.75,7.67,"March 25th, 2015",2014,0.0,essencecoffee,Arabica,10.0,83.58,,10.0
7.75,7.42,7.67,7.67,7.75,0,5,10.0,Uganda,7.67,7.67,"June 27th, 2014",2013,0.12,bulamburi coffee farmers association,Arabica,10.0,83.58,,10.0
7.67,7.67,7.67,7.67,7.67,0,0,10.0,Colombia,7.67,7.58,"June 24th, 2014",2014,0.0,compañia colombiana agroindustrial s.a,Arabica,10.0,83.58,,10.0
7.58,7.67,7.67,7.75,7.67,0,1,10.0,Colombia,7.67,7.58,"March 13th, 2014",2014,0.12,compañia colombiana agroindustrial s.a,Arabica,10.0,83.58,,10.0
7.58,7.5,7.75,7.83,7.75,0,0,10.0,Colombia,7.58,7.58,"March 21st, 2014",2014,0.0,compañia colombiana agroindustrial s.a,Arabica,10.0,83.58,,10.0
7.75,7.75,7.75,7.58,7.5,0,0,10.0,Taiwan,7.5,7.75,"December 26th, 2013",2013/2014,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,83.58,,10.0
7.67,7.58,7.67,7.58,7.75,0,3,10.0,Colombia,7.67,7.67,"August 31st, 2012",2012,0.11,racafe & cia s.c.a,Arabica,10.0,83.58,,10.0
7.58,7.58,7.83,7.58,7.67,0,2,10.0,Mexico,7.67,7.67,"June 6th, 2012",2012,0.12,alfredo bojalil,Arabica,10.0,83.58,,10.0
7.58,7.58,7.67,7.75,7.67,0,4,10.0,Colombia,7.75,7.58,"April 2nd, 2012",2012,0.11,carcafe ltda ci,Arabica,10.0,83.58,,10.0
7.75,7.5,7.83,7.58,7.5,0,2,10.0,Brazil,7.67,7.75,"January 23rd, 2012",2012,0.12,nucoffee,Arabica,10.0,83.58,,10.0
7.75,7.58,7.75,7.5,7.75,0,5,10.0,Colombia,7.58,7.58,"February 20th, 2017",2016,0.0,carcafe ltda ci,Arabica,10.0,83.5,,10.0
7.17,7.17,7.58,7.0,7.0,0,0,10.0,Taiwan,10.0,7.58,"February 13th, 2017",2016 / 2017,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,83.5,,10.0
7.67,7.5,7.92,7.67,7.5,0,0,10.0,Costa Rica,7.83,7.42,"June 6th, 2016",2015,0.0,"ceca, s.a.",Arabica,10.0,83.5,,10.0
7.5,7.58,7.75,7.75,7.75,0,0,10.0,Colombia,7.58,7.58,"April 7th, 2016",2016,0.0,carcafe ltda ci,Arabica,10.0,83.5,,10.0
7.83,7.5,7.67,7.58,7.58,0,5,10.0,Guatemala,7.58,7.75,"March 16th, 2016",2016,0.1,juan luis alvarado romero,Arabica,10.0,83.5,,10.0
7.58,7.58,7.58,7.67,7.75,0,4,10.0,Colombia,7.75,7.58,"November 19th, 2015",2015,0.12,racafe & cia s.c.a,Arabica,10.0,83.5,,10.0
7.67,7.58,7.75,7.58,7.67,0,21,10.0,"Tanzania, United Republic Of",7.58,7.67,"November 16th, 2015",2015,0.13,damari absalome,Arabica,10.0,83.5,,10.0
7.92,7.58,7.25,7.58,7.83,0,8,10.0,Indonesia,7.67,7.67,"September 14th, 2015",2015,0.13,aulia arif syahri,Arabica,10.0,83.5,,10.0
7.58,7.5,7.67,7.67,7.75,1,18,10.0,Ethiopia,7.58,7.75,"March 31st, 2015",2014,0.1,debesa agro industry plc,Arabica,10.0,83.5,,10.0
7.83,7.67,7.67,7.67,7.58,1,0,10.0,Colombia,7.67,7.42,"March 12th, 2015",2014,0.0,federacion nacional de cafeteros,Arabica,10.0,83.5,,10.0
7.58,7.25,8.0,7.58,7.92,0,0,10.0,Colombia,7.58,7.58,"January 22nd, 2015",2014,0.11,exportadora de cafe condor s.a,Arabica,10.0,83.5,,10.0
7.83,7.5,7.58,7.67,7.42,0,0,10.0,Guatemala,7.75,7.75,"December 18th, 2014",2013,0.1,the coffee source inc.,Arabica,10.0,83.5,,10.0
7.5,7.33,7.75,7.83,7.83,2,0,10.0,Colombia,7.67,7.58,"August 11th, 2014",2014,0.0,compañia colombiana agroindustrial s.a,Arabica,10.0,83.5,,10.0
7.5,7.67,7.67,7.67,7.67,0,3,10.0,Honduras,7.83,7.5,"April 8th, 2014",2014/2015,0.1,,Arabica,10.0,83.5,,10.0
7.67,7.42,7.58,7.67,7.75,1,1,10.0,Colombia,7.67,7.75,"April 26th, 2013",2013,0.0,exportadora de cafe condor s.a,Arabica,10.0,83.5,,10.0
7.75,7.58,7.58,7.75,7.58,0,2,10.0,Colombia,7.58,7.67,"May 24th, 2013",2013,0.11,exportadora de cafe condor s.a,Arabica,10.0,83.5,,10.0
7.5,7.25,7.83,7.42,7.5,0,14,10.0,Mexico,8.42,7.58,"August 31st, 2012",2012,0.13,manuel herrera juarez,Arabica,10.0,83.5,,10.0
7.75,7.67,7.67,7.5,7.58,0,12,10.0,Mexico,7.58,7.75,"August 30th, 2012",2012,0.11,miguel cortes moreno,Arabica,10.0,83.5,,10.0
7.75,7.67,7.75,7.5,7.33,0,0,10.0,Mexico,7.83,7.67,"July 11th, 2012",2012,0.12,gabriel bernardo rivas ross,Arabica,10.0,83.5,,10.0
8.0,7.5,7.83,7.5,7.67,0,5,10.0,Guatemala,7.5,7.5,"April 30th, 2012",2012,0.1,juan luis alvarado romero,Arabica,10.0,83.5,,10.0
7.67,7.58,7.67,7.67,7.67,0,0,10.0,Colombia,7.67,7.58,"February 9th, 2012",2012,0.11,racafe & cia s.c.a,Arabica,10.0,83.5,,10.0
7.5,7.75,7.5,7.67,8.0,3,12,10.0,Guatemala,7.58,7.5,"February 1st, 2012",2012,0.0,felipe isaza,Arabica,10.0,83.5,,10.0
7.92,7.58,7.5,7.67,7.58,0,0,10.0,United States (Hawaii),7.58,7.67,"March 8th, 2011",,0.01,kona pacific farmers cooperative,Arabica,10.0,83.5,,10.0
7.58,7.58,7.83,7.58,7.75,0,0,10.0,Indonesia,7.58,7.58,"November 29th, 2010",23 July 2010,0.0,specialty coffee association of indonesia,Arabica,10.0,83.5,,10.0
7.5,7.58,7.5,7.83,7.75,0,1,10.0,Colombia,7.67,7.58,"November 9th, 2017",2017 / 2018,0.0,carcafe ltda ci,Arabica,10.0,83.42,,10.0
7.58,7.5,7.67,7.67,7.58,0,3,10.0,Guatemala,7.67,7.75,"August 23rd, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,83.42,,10.0
7.67,7.5,7.67,7.58,7.67,0,2,10.0,Colombia,7.67,7.67,"May 10th, 2017",2016,0.11,carcafe ltda ci,Arabica,10.0,83.42,,10.0
7.92,7.42,7.58,7.67,7.5,0,4,10.0,Costa Rica,7.83,7.5,"February 17th, 2017",2016,0.09,"ceca, s.a.",Arabica,10.0,83.42,,10.0
7.08,7.0,7.67,7.0,7.0,0,0,10.0,Taiwan,10.0,7.67,"February 13th, 2017",2015,0.11,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,83.42,,10.0
7.75,7.33,7.58,7.58,7.67,0,1,10.0,Uganda,7.75,7.75,"July 21st, 2016",2015,0.11,bugisu cooperative union,Arabica,10.0,83.42,,10.0
7.5,7.75,7.5,7.67,7.75,0,0,10.0,Thailand,7.67,7.58,"June 27th, 2016",2015,0.13,松澤宏樹 koju matsuzawa,Arabica,10.0,83.42,,10.0
7.58,7.75,7.58,7.67,7.75,0,0,10.0,El Salvador,7.58,7.5,"April 25th, 2016",2016,0.11,consejo salvadoreño del café,Arabica,10.0,83.42,,10.0
7.67,7.58,7.58,7.67,7.58,4,0,10.0,Colombia,7.67,7.67,"April 29th, 2015",2015,0.12,carcafe ltda ci,Arabica,10.0,83.42,,10.0
7.5,7.75,7.33,7.83,7.42,0,6,10.0,Brazil,7.75,7.83,"January 15th, 2015",2014,0.12,bourbon specialty coffees,Arabica,10.0,83.42,,10.0
7.67,7.58,7.75,7.58,7.58,0,4,10.0,"Tanzania, United Republic Of",7.58,7.67,"December 12th, 2014",2014,0.13,ngila estate ltd,Arabica,10.0,83.42,,10.0
7.75,7.25,7.58,8.58,7.75,0,1,10.0,Colombia,7.58,7.58,"October 15th, 2014",2014/2015,0.12,compañia colombiana agroindustrial s.a,Arabica,10.0,83.42,,9.33
7.83,7.33,7.75,7.67,7.5,0,1,10.0,Guatemala,7.5,7.83,"August 21st, 2014",2013,0.1,juan luis alvarado romero,Arabica,10.0,83.42,,10.0
7.83,7.5,7.67,7.5,7.58,0,2,10.0,Guatemala,7.58,7.75,"February 18th, 2014",2014,0.1,juan luis alvarado romero,Arabica,10.0,83.42,,10.0
7.42,7.75,7.67,7.75,7.75,0,0,10.0,Guatemala,7.58,7.5,"July 16th, 2013",2013,0.11,juan luis alvarado romero,Arabica,10.0,83.42,,10.0
7.58,7.67,7.42,7.67,7.67,0,2,10.0,United States (Hawaii),7.67,7.75,"January 24th, 2013",2012,0.0,kona pacific farmers cooperative,Arabica,10.0,83.42,,10.0
7.5,7.58,7.5,7.75,7.67,0,2,10.0,Colombia,7.67,7.75,"June 26th, 2012",2012,0.11,exportadora de cafe condor s.a,Arabica,10.0,83.42,,10.0
7.67,7.58,7.58,7.67,7.75,1,3,10.0,Colombia,7.58,7.58,"February 1st, 2011",,0.1,federacion nacional de cafeteros,Arabica,10.0,83.42,,10.0
7.67,7.42,7.5,7.58,7.83,0,0,10.0,United States (Hawaii),7.5,7.92,"December 27th, 2010",2010,0.01,kona pacific farmers cooperative,Arabica,10.0,83.42,,10.0
7.92,7.5,7.58,7.42,7.92,0,0,10.0,Thailand,7.83,7.25,"April 13th, 2010",,0.11,doi tung development project,Arabica,10.0,83.42,,10.0
7.63,7.38,7.25,8.75,7.5,2,4,10.0,Mexico,8.0,7.88,"May 26th, 2010",January Through April,0.09,grounds for health admin,Arabica,10.0,83.38,,9.0
7.58,7.75,7.75,7.58,7.58,0,0,10.0,Colombia,7.58,7.5,"November 8th, 2016",2016,0.0,exportadora de cafe condor s.a,Arabica,10.0,83.33,,10.0
7.42,7.58,7.67,7.75,7.67,0,0,10.0,Colombia,7.67,7.58,"June 15th, 2016",2016,0.0,racafe & cia s.c.a,Arabica,10.0,83.33,,10.0
7.58,7.58,7.83,7.58,7.5,1,2,10.0,Colombia,7.67,7.58,"May 5th, 2016",2016,0.0,racafe & cia s.c.a,Arabica,10.0,83.33,,10.0
7.58,7.33,7.5,7.92,7.58,1,5,10.0,Brazil,7.58,7.83,"October 12th, 2015",2015/2016,0.1,ipanema coffees,Arabica,10.0,83.33,,10.0
7.67,7.5,7.75,7.58,7.5,0,2,10.0,Mexico,7.58,7.75,"July 14th, 2015",2014,0.12,andreas kussmaul,Arabica,10.0,83.33,,10.0
7.83,7.42,7.67,7.42,7.83,0,1,10.0,Colombia,7.42,7.75,"April 8th, 2015",2015,0.11,exportadora de cafe condor s.a,Arabica,10.0,83.33,,10.0
7.58,7.67,7.75,7.58,7.58,0,6,10.0,"Tanzania, United Republic Of",7.58,7.58,"December 12th, 2014",2014,0.12,afca,Arabica,10.0,83.33,,10.0
7.67,7.58,7.67,7.58,7.5,0,0,10.0,Mexico,7.67,7.67,"July 15th, 2014",2013,0.12,j.andrade,Arabica,10.0,83.33,,10.0
7.67,7.42,7.67,7.67,7.67,0,3,10.0,Costa Rica,7.58,7.67,"April 7th, 2014",2014,0.12,the coffee source inc.,Arabica,10.0,83.33,,10.0
7.67,7.83,7.83,8.0,7.92,0,1,10.0,United States (Hawaii),7.83,7.58,"February 25th, 2014",2014,0.11,eileen koyanagi,Arabica,9.33,83.33,,9.33
7.5,7.67,7.5,7.17,7.83,0,3,10.0,Costa Rica,8.0,7.67,"February 14th, 2014",2013,0.11,eric thormaehlen,Arabica,10.0,83.33,,10.0
7.83,7.58,7.83,7.58,7.92,0,5,10.0,Peru,7.5,7.75,"January 21st, 2014",2013,0.12,dane loraas,Arabica,10.0,83.33,,9.33
7.5,7.67,7.58,7.42,7.83,0,4,10.0,Haiti,7.83,7.5,"October 3rd, 2013",2012,0.11,itiah coffee llc,Arabica,10.0,83.33,,10.0
7.67,7.5,7.67,7.42,7.92,0,1,10.0,Colombia,7.5,7.67,"April 26th, 2013",2013,0.11,carcafe ltda ci,Arabica,10.0,83.33,,10.0
7.67,7.17,7.83,7.67,7.67,0,3,10.0,Guatemala,7.67,7.67,"February 26th, 2013",2013,0.11,juan luis alvarado romero,Arabica,10.0,83.33,,10.0
7.83,7.58,7.92,7.67,7.67,0,4,10.0,United States (Hawaii),7.83,7.5,"January 24th, 2013",2012,0.1,kona pacific farmers cooperative,Arabica,10.0,83.33,,9.33
7.5,7.33,7.75,7.75,7.5,0,5,10.0,Burundi,7.83,7.67,"August 29th, 2012",2012,0.0,steven kil,Arabica,10.0,83.33,,10.0
7.58,7.67,7.5,7.58,7.67,0,1,10.0,Colombia,7.67,7.67,"May 30th, 2012",2012,0.0,exportadora de cafe condor s.a,Arabica,10.0,83.33,,10.0
7.75,7.83,8.08,7.58,7.67,0,0,10.0,United States (Hawaii),7.92,7.83,"September 20th, 2011",,0.01,kona pacific farmers cooperative,Arabica,9.33,83.33,,9.33
7.5,7.58,7.58,7.67,7.83,0,0,10.0,United States (Hawaii),7.5,7.67,"February 24th, 2011",,0.0,kona pacific farmers cooperative,Arabica,10.0,83.33,,10.0
7.83,7.42,7.67,7.5,7.33,0,0,10.0,Mexico,7.67,7.83,"March 7th, 2017",2017,0.11,cafe de don balbino s.c. de r.l. de c.v.,Arabica,10.0,83.25,,10.0
7.5,7.83,7.5,7.67,7.67,0,0,10.0,Costa Rica,7.58,7.5,"January 30th, 2017",2016,0.11,troy quimby,Arabica,10.0,83.25,,10.0
7.67,7.42,7.83,7.67,7.5,0,0,10.0,Costa Rica,7.67,7.5,"September 20th, 2016",2015,0.11,rodrigo soto,Arabica,10.0,83.25,,10.0
7.83,7.42,7.5,7.58,7.67,0,7,10.0,Guatemala,7.67,7.58,"August 12th, 2016",2016,0.11,juan luis alvarado romero,Arabica,10.0,83.25,,10.0
7.42,7.67,7.5,7.67,7.67,0,1,10.0,Uganda,7.67,7.67,"May 19th, 2016",2015,0.12,kawacom uganda ltd,Arabica,10.0,83.25,,10.0
7.5,7.42,7.58,7.42,7.67,0,4,10.0,Brazil,8.0,7.67,"January 12th, 2016",2016,0.12,bourbon specialty coffees,Arabica,10.0,83.25,,10.0
7.17,7.67,7.58,7.83,7.75,0,2,10.0,Colombia,7.58,7.67,"November 27th, 2015",2015/2016,0.0,carcafe ltda ci,Arabica,10.0,83.25,,10.0
7.58,7.5,7.83,7.58,7.58,0,2,10.0,Mexico,7.42,7.75,"July 14th, 2015",2015,0.12,productos y servicios chilindron s.a. de c.v.,Arabica,10.0,83.25,,10.0
7.5,7.5,7.67,7.83,7.67,0,0,10.0,Taiwan,7.58,7.5,"June 18th, 2015",2015,0.1,"lin, che-hao krude 林哲豪",Arabica,10.0,83.25,,10.0
7.58,7.75,7.92,7.33,7.5,0,0,10.0,Taiwan,7.33,7.83,"November 23rd, 2014",2014,0.1,cqi taiwan icp cqi台灣合作夥伴,Arabica,10.0,83.25,,10.0
7.58,7.5,7.58,7.75,7.58,0,0,10.0,Colombia,7.67,7.58,"June 24th, 2014",2014,0.0,compañia colombiana agroindustrial s.a,Arabica,10.0,83.25,,10.0
7.67,7.58,7.5,7.5,7.67,0,1,10.0,Guatemala,7.67,7.67,"March 7th, 2014",2014,0.1,juan luis alvarado romero,Arabica,10.0,83.25,,10.0
7.33,7.67,7.83,7.67,7.67,0,1,10.0,Colombia,7.58,7.5,"August 2nd, 2013",2013,0.11,exportadora de cafe condor s.a,Arabica,10.0,83.25,,10.0
7.5,7.5,7.58,7.58,7.58,0,6,10.0,Mexico,7.75,7.75,"March 29th, 2013",2013,0.12,calixto guillen vazquez,Arabica,10.0,83.25,,10.0
8.0,7.83,7.58,7.67,8.08,0,4,10.0,United States (Hawaii),7.67,7.75,"March 21st, 2013",2012,0.11,kona pacific farmers cooperative,Arabica,9.33,83.25,,9.33
7.58,7.58,7.75,7.58,7.5,0,7,10.0,Mexico,7.67,7.58,"August 1st, 2012",2012,0.13,ernesto rodriguez luna,Arabica,10.0,83.25,,10.0
7.92,7.42,7.75,7.5,7.33,0,0,10.0,Mexico,7.58,7.75,"July 11th, 2012",2012,0.12,modesto landeros flores,Arabica,10.0,83.25,,10.0
7.83,7.08,7.83,8.08,7.42,0,9,10.0,Guatemala,7.42,7.58,"July 9th, 2012",2012,0.11,juan luis alvarado romero,Arabica,10.0,83.25,,10.0
7.58,7.5,7.75,7.58,7.58,0,1,10.0,Brazil,7.58,7.67,"February 23rd, 2012",2012,0.11,nucoffee,Arabica,10.0,83.25,,10.0
7.42,7.58,7.67,7.58,7.83,0,1,10.0,Colombia,7.58,7.58,"February 22nd, 2012",2012,0.12,exportadora de cafe condor s.a,Arabica,10.0,83.25,,10.0
7.5,7.5,7.67,7.67,7.58,0,0,10.0,Colombia,7.67,7.67,"February 9th, 2012",2012,0.11,racafe & cia s.c.a,Arabica,10.0,83.25,,10.0
7.42,7.25,7.92,7.58,7.83,0,0,10.0,Colombia,7.5,7.75,"June 14th, 2011",1T/2011,0.08,exportadora de cafe condor s.a,Arabica,10.0,83.25,,10.0
7.25,7.67,8.0,7.5,7.67,0,1,10.0,Colombia,7.5,7.67,"February 22nd, 2011",4t/2010,0.13,exportadora de cafe condor s.a,Arabica,10.0,83.25,,10.0
7.42,7.5,7.92,7.67,7.42,0,1,10.0,Colombia,7.58,7.75,"January 17th, 2011",4T/2010,0.04,exportadora de cafe condor s.a,Arabica,10.0,83.25,,10.0
7.58,7.5,7.67,7.58,7.67,0,4,10.0,Brazil,7.75,7.42,"October 20th, 2017",2017 / 2018,0.11,ipanema coffees,Arabica,10.0,83.17,,10.0
7.67,7.33,7.58,7.58,7.75,0,1,10.0,Guatemala,7.67,7.58,"August 24th, 2017",2017,0.1,juan luis alvarado romero,Arabica,10.0,83.17,,10.0
7.67,7.42,7.67,7.58,7.67,0,3,10.0,"Tanzania, United Republic Of",7.58,7.58,"June 20th, 2017",2016,0.12,taylor winch (t) ltd,Arabica,10.0,83.17,,10.0
7.58,7.5,7.92,7.5,7.67,0,0,10.0,Peru,7.5,7.5,"June 16th, 2017",2017,0.11,andrea bernal,Arabica,10.0,83.17,,10.0
7.33,7.08,7.58,8.58,7.58,0,0,10.0,Vietnam,7.58,7.42,"May 8th, 2017",2017,0.07,"sunvirtue co., ltd.",Arabica,10.0,83.17,,10.0
7.75,7.42,7.67,7.5,7.58,2,3,10.0,Guatemala,7.5,7.75,"May 23rd, 2016",2016,0.11,juan luis alvarado romero,Arabica,10.0,83.17,,10.0
7.67,7.5,7.67,7.67,7.5,0,1,10.0,Honduras,7.5,7.67,"May 2nd, 2016",2016,0.11,cadexsa,Arabica,10.0,83.17,,10.0
7.67,7.33,7.5,7.67,7.67,0,0,10.0,China,7.67,7.67,"April 6th, 2016",2015,0.11,yunnan coffee exchange,Arabica,10.0,83.17,,10.0
7.67,7.5,7.67,7.58,7.42,0,3,10.0,China,7.67,7.67,"April 5th, 2016",2015,0.1,yunnan coffee exchange,Arabica,10.0,83.17,,10.0
7.67,7.33,7.5,7.67,8.0,0,0,10.0,El Salvador,7.5,7.5,"March 29th, 2016",2016,0.0,consejo salvadoreño del café,Arabica,10.0,83.17,,10.0
7.83,7.5,7.5,7.5,7.58,0,1,10.0,Guatemala,7.5,7.75,"October 29th, 2015",2015,0.11,juan luis alvarado romero,Arabica,10.0,83.17,,10.0
7.75,7.42,7.92,7.5,7.5,0,3,10.0,Guatemala,7.42,7.67,"September 29th, 2015",2015,0.12,juan luis alvarado romero,Arabica,10.0,83.17,,10.0
7.75,7.67,7.83,8.5,7.83,0,1,9.33,Kenya,7.83,7.75,"July 3rd, 2015",2014,0.1,taylor winch (coffee) ltd.,Arabica,9.33,83.17,,9.33
7.75,7.58,7.67,7.67,7.42,0,0,10.0,Thailand,7.5,7.58,"June 9th, 2015",2014,0.12,doi tung development project,Arabica,10.0,83.17,,10.0
7.58,7.67,7.58,7.58,7.42,0,6,10.0,"Tanzania, United Republic Of",7.67,7.67,"December 12th, 2014",2014,0.13,tutunze kahawa ltd,Arabica,10.0,83.17,,10.0
7.67,7.5,7.58,7.67,7.5,0,4,10.0,Colombia,7.75,7.5,"November 5th, 2014",2014,0.0,racafe & cia s.c.a,Arabica,10.0,83.17,,10.0
7.42,7.5,8.0,7.58,7.33,0,0,10.0,Uganda,7.67,7.67,"October 28th, 2014",2014,0.1,kabum trading company,Arabica,10.0,83.17,,10.0
7.58,7.5,7.58,7.58,7.58,10,3,10.0,Colombia,7.58,7.75,"August 25th, 2014",2014,0.11,cafe politico,Arabica,10.0,83.17,,10.0
7.67,7.5,7.5,7.67,7.67,0,5,10.0,Honduras,7.67,7.5,"April 12th, 2014",2013,0.1,mayra yessenia torres,Arabica,10.0,83.17,,10.0
7.67,7.5,7.67,7.67,7.5,0,3,10.0,Honduras,7.5,7.67,"April 8th, 2014",2014/2015,0.11,,Arabica,10.0,83.17,,10.0
8.17,7.17,7.33,7.67,7.33,0,1,10.0,Guatemala,7.67,7.83,"March 27th, 2014",2014,0.09,juan luis alvarado romero,Arabica,10.0,83.17,,10.0
7.42,7.58,7.5,7.67,7.92,0,0,10.0,United States (Hawaii),7.58,7.5,"February 7th, 2014",2013,0.11,eileen koyanagi,Arabica,10.0,83.17,,10.0
7.75,7.58,7.58,7.58,7.58,0,1,10.0,"Tanzania, United Republic Of",7.58,7.5,"January 31st, 2014",2014,0.12,balam hinyula,Arabica,10.0,83.17,,10.0
7.67,7.33,7.67,7.67,7.5,0,2,10.0,Guatemala,7.5,7.83,"April 26th, 2013",2013,0.11,juan luis alvarado romero,Arabica,10.0,83.17,,10.0
7.58,7.58,7.75,7.42,7.5,0,2,10.0,Mexico,7.75,7.58,"March 29th, 2013",2013,0.11,nestor mendez gomez,Arabica,10.0,83.17,,10.0
7.5,7.58,7.75,7.58,7.42,3,8,10.0,Mexico,7.67,7.67,"September 27th, 2012",2012,0.12,saul m. hernandez ramirez,Arabica,10.0,83.17,,10.0
7.67,7.42,7.58,7.58,7.5,0,10,10.0,Mexico,7.67,7.75,"September 27th, 2012",2012,0.14,saul m. hernandez ramirez,Arabica,10.0,83.17,,10.0
7.5,7.5,7.67,8.17,7.58,1,2,10.0,Colombia,7.25,7.5,"August 31st, 2012",2012,0.11,racafe & cia s.c.a,Arabica,10.0,83.17,,10.0
7.75,7.42,7.75,7.58,7.58,0,5,10.0,Mexico,7.58,7.5,"July 11th, 2012",2012,0.13,fernando mendoza aparicio,Arabica,10.0,83.17,,10.0
7.58,7.5,7.58,7.67,7.67,0,0,10.0,Colombia,7.5,7.67,"June 8th, 2012",2012,0.11,exportadora de cafe condor s.a,Arabica,10.0,83.17,,10.0
7.58,7.58,7.5,7.5,7.67,0,5,10.0,Mexico,7.58,7.75,"June 6th, 2012",2012,0.11,alfredo bojalil,Arabica,10.0,83.17,,10.0
